"catchID","date","q0","maize.q1","maize.q2","maize.owner.consent","maize.owner.agree.age","maize.owner.agree.gender","maize.owner.agree.educ","maize.owner.agree.ownership","maize.owner.agree.knw","maize.owner.agree.q3","maize.owner.agree.q4","maize.owner.agree.q5","maize.owner.agree.q6","maize.owner.agree.q7","maize.owner.agree.q8","maize.owner.agree.q9.a","maize.owner.agree.q9.b","maize.owner.agree.q9.d","maize.owner.agree.q9.e","maize.owner.agree.q9.96","maize.owner.agree.q10","maize.owner.agree.q11","maize.owner.agree.train_ISSD","maize.owner.agree.q12","maize.owner.agree.nr_var","maize.owner.agree.q19","maize.owner.agree.q20","maize.owner.agree.long10h.q21","maize.owner.agree.long10h.q22","maize.owner.agree.long10h.q23","maize.owner.agree.long10h.q24","maize.owner.agree.long10h.carry","maize.owner.agree.long10h.q25","maize.owner.agree.long10h.q26","maize.owner.agree.long10h.sold","maize.owner.agree.long10h.q27","maize.owner.agree.long10h.q29","maize.owner.agree.long10h.q30","maize.owner.agree.long10h.q31","maize.owner.agree.q32","maize.owner.agree.longe7h.q33","maize.owner.agree.longe7h.q34","maize.owner.agree.longe7h.q35","maize.owner.agree.longe7h.q36","maize.owner.agree.longe7h.carry2","maize.owner.agree.longe7h.q37","maize.owner.agree.longe7h.q38","maize.owner.agree.longe7h.sold2","maize.owner.agree.longe7h.q39","maize.owner.agree.longe7h.q41","maize.owner.agree.longe7h.q42","maize.owner.agree.longe7h.q43","maize.owner.agree.q44","maize.owner.agree.q45","maize.owner.agree.longe5.q46","maize.owner.agree.longe5.q47","maize.owner.agree.longe5.q48","maize.owner.agree.longe5.q49","maize.owner.agree.longe5.carry3","maize.owner.agree.longe5.q50","maize.owner.agree.longe5.q51","maize.owner.agree.longe5.sold3","maize.owner.agree.longe5.q52","maize.owner.agree.longe5.q54","maize.owner.agree.longe5.q55","maize.owner.agree.longe5.q56","maize.owner.agree.q57","maize.owner.agree.longe4.q58","maize.owner.agree.longe4.q59","maize.owner.agree.longe4.q60","maize.owner.agree.longe4.q61","maize.owner.agree.longe4.carry4","maize.owner.agree.longe4.q62","maize.owner.agree.longe4.q63","maize.owner.agree.longe4.sold4","maize.owner.agree.longe4.q64","maize.owner.agree.longe4.q66","maize.owner.agree.longe4.q67","maize.owner.agree.longe4.q68","maize.owner.agree.temp.q69","maize.owner.agree.temp.q71","maize.owner.agree.temp.q72","maize.owner.agree.temp.q73","maize.owner.agree.temp.q74","maize.owner.agree.temp.q75","maize.owner.agree.temp.q76","maize.owner.agree.temp.q77","maize.owner.agree.temp.q78","maize.owner.agree.temp.q79","maize.owner.agree.temp.q80","maize.owner.agree.temp.q81","maize.owner.agree.temp.q82","maize.owner.agree.q83.a","maize.owner.agree.q83.b","maize.owner.agree.q83.c","maize.owner.agree.q83.d","maize.owner.agree.q83.e","maize.owner.agree.q83.f","maize.owner.agree.q83.g","maize.owner.agree.q83.96","maize.owner.agree.q84","maize.owner.agree.other_q84","maize.owner.agree.q85","maize.owner.agree.q86","maize.owner.agree.q87","maize.owner.agree.q88","maize.owner.agree.q89","maize.owner.agree.q90","maize.owner.agree.q91","maize.owner.agree.q92","maize.owner.agree.q93","maize.owner.agree.q94","maize.owner.agree.q95","maize.owner.agree.q96","maize.owner.agree.q96b","maize.owner.agree.q97.a","maize.owner.agree.q97.b","maize.owner.agree.q97.c","maize.owner.agree.q97.d","maize.owner.agree.q97.96","maize.owner.agree.q98","maize.owner.agree.q99","maize.owner.agree.q100","maize.owner.agree.q101","maize.owner.agree.q102","maize.owner.agree.q103","maize.owner.agree.skill.q104","maize.owner.agree.skill.q105","maize.owner.agree.skill.q106","maize.owner.agree.skill.q107","maize.owner.agree.skill.q108","maize.owner.agree.skill.q109","maize.owner.agree.skill.q110","maize.owner.agree.skill.q111","maize.owner.agree.skill.q112","maize.owner.agree.skill.q113","maize.owner.agree.inspection.q114","maize.owner.agree.inspection.q115","maize.owner.agree.inspection.q116","maize.owner.agree.inspection.q117","maize.owner.agree.inspection.q118","maize.owner.agree.inspection.q119","maize.owner.agree.inspection.q120","maize.owner.agree.inspection.q121","maize.owner.agree.inspection.q122","maize.owner.agree.q70","maize.owner.agree._gps_altitude","maize.owner.agree._gps_precision","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","shop_ID","treat","training","clearing","farmer","distID"
23,"2020-10-01","Yes","Yes","n/a","Yes",52,"Male","f","Yes","No",22,0,"Yes",50,40,"1995-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,1,"Yes","0.0","50","a","5000","50","50","6000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","500","a","2500","500","500","3000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","Yes","Yes","Cement",1,4,"Yes","No",3,"False","True","False","False","False","False","False","False","a","n/a","c","c",3,"Yes","1","b","Yes","Yes",2,"7","2","Yes","e","True","False","False","False","False","b",3,5,2,3,5,"b","a","c","c","c","c","b","c","b","c","Yes","Yes","No",1,"No","No","No","No","No",26.5,1104.08957204745,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_321",4,FALSE,TRUE,"FALSE",8
24,"2020-09-28","Yes","Yes","n/a","Yes",26,"Male","e","No","Yes",6,0,"No",30,20,"2018-01-01","False","True","True","True","True","No","n/a","n/a","Yes",4,2,"Yes","0.0","50","a","5000","50","50","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","a","2500","100","100","3500","0","n/a","Yes","3","1","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","No","No","Yes","Yes","Yes","Cement",2,2,"No","No",2,"True","False","False","False","False","False","False","False","c","n/a","b","b",2,"Yes","2","b","No","No",1,"n/a","n/a","No","n/a","True","True","False","False","False","a",4,4,4,4,4,"a","a","c","b","c","b","a","b","a","a","Yes","Yes","Yes",2,"No","No","No","No","No",26,1115.13966346812,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_123",2,TRUE,TRUE,"FALSE",4
24,"2020-09-28","Yes","Yes","n/a","Yes",33,"Female","d","Yes","No",20,0,"Yes",10,4,"2016-01-01","False","True","True","True","False","No","n/a","n/a","Yes",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","a","2500","100","100","3000","0","n/a","Yes","5","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",2,"True","False","False","False","False","False","False","False","c","n/a","a","a",1,"No","1","b","No","No",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",3,4,4,4,3,"a","b","88","c","c","a","88","88","88","88","No","Yes","No",0,"No","No","No","No","No",22,3043.8648790534,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_216",2,TRUE,TRUE,"FALSE",4
25,"2020-09-29","Yes","Yes","n/a","Yes",72,"Male","d","Yes","No",20,0,"Yes",40,30,"2013-01-01","False","True","True","True","False","No","n/a","n/a","Yes",3,1,"Yes","0.0","15000","a","5000","15000","15000","6000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","8000","a","2500","8000","7996","3000","4","0.0","No","n/a","n/a","Yes","0.0","5000","a","2500","5000","5000","3000","0","n/a","Yes","4","999","Yes","Yes","Yes","Yes","Yes","No","Yes","Cement",3,3,"Yes","Yes",4,"True","False","False","False","False","False","False","False","a","n/a","c","c",3,"Yes","1","b","No","Yes",2,"15","3","Yes","c","True","False","False","False","False","b",4,3,3,5,5,"a","b","c","b","c","a","b","b","a","c","Yes","Yes","Yes",2,"Yes","No","No","No","No",26.8,1072.8079452794,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_341",1,TRUE,FALSE,"FALSE",7
25,"2020-09-29","Yes","Yes","n/a","Yes",26,"Female","d","No","No",10,0,"Yes",150,30,"2015-01-01","False","True","True","True","False","Yes","No","n/a","Yes",2,2,"Yes","0.0","200","a","5000","200","200","6000","0","n/a","Yes","3","30","Yes","0.0","100","a","999","100","100","5000","0","n/a","Yes","2","21",2,"Yes","0.0","150","a","2500","150","150","3000","0","n/a","No","n/a","n/a","Yes","0.0","150","a","3000","150","150","3000","0","n/a","Yes","2","14","No","Yes","No","Yes","No","Yes","Yes","Cement",2,4,"Yes","No",5,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","b","No","Yes",1,"n/a","n/a","Yes","f","True","True","False","False","False","a",4,4,3,3,4,"88","b","b","c","b","a","b","a","88","88","No","No","No",1,"No","No","No","No","No",24.5,1092.81144189648,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_125",1,TRUE,FALSE,"FALSE",7
26,"2020-09-30","Yes","Yes","n/a","Yes",75,"Male","d","Yes","Yes",0,0.3,"Yes",20,13,"2005-01-01","False","True","True","True","False","Yes","No","n/a","No",5,3,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","0.0","20","a","5500","20","20","6000","0","n/a","No","n/a","n/a",1,"Yes","0.0","400","a","2300","400","250","3000","150","0.0","Yes","3","14","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","No","Yes","Cement",2,4,"No","Yes",3,"False","True","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","b","No","No",1,"n/a","n/a","Yes","d","True","False","False","False","False","a",4,4,3,3,5,"a","a","c","b","b","b","b","b","88","88","98","Yes","No",1,"Yes","No","No","No","No",26,1138.72325802397,20,16.5,"n/a","2020-07-14","Yes","No","Yes","No","long5","n/a",12,79,"AD_342",3,FALSE,FALSE,"TRUE",6
26,"2020-09-30","Yes","Yes","n/a","Yes",24,"Male","d","No","No",0,0.4,"Yes",20,10,"2017-01-01","False","True","True","True","False","Yes","No","n/a","No",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","50","a","2500","50","50","3000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","Yes","Yes","Yes","Yes","Cement",2,4,"No","Yes",4,"False","False","False","False","True","False","False","False","c","n/a","b","b",2,"Yes","1","c","n/a","n/a",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",3,4,4,3,4,"b","a","88","b","c","c","a","b","88","b","No","Yes","No",4,"No","No","No","No","Yes",25,978.031197237588,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_90",3,FALSE,FALSE,"TRUE",6
26,"2020-09-30","Yes","Yes","n/a","Yes",50,"Male","e","Yes","No",0,0.4,"Yes",15,7,"2017-01-01","False","False","True","True","False","Yes","Yes","No","Yes",4,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","200","a","2300","200","110","2800","90","0.0","Yes","4","14","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","No","No","Yes","Yes","Yes","Cement",2,4,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",2,"Yes","2","c","n/a","n/a",2,"8","2","No","n/a","True","False","False","False","False","a",4,5,5,2,4,"a","a","c","b","c","c","b","a","88","88","Yes","Yes","Yes",0,"No","No","No","Yes","No",25.5,1124.34164268723,15,12.7,"n/a","2020-07-20","Yes","Yes","Yes","No","long5","n/a",2,73,"AD_309",3,FALSE,FALSE,"FALSE",6
26,"2020-09-30","Yes","Yes","n/a","Yes",30,"Male","f","Yes","No",0,0.25,"Yes",20,15,"2016-01-01","False","True","True","True","False","Yes","No","n/a","Yes",4,2,"Yes","0.0","400","b","5500","400","395","6000","5","0.0","Yes","2","5","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","100","b","2500","100","100","3000","0","n/a","Yes","2","5","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","No","Yes","Yes","Yes","Yes","Cement",2,4,"No","Yes",4,"False","True","False","True","False","False","False","False","c","n/a","b","b",2,"Yes","2","c","n/a","n/a",1,"n/a","n/a","Yes","d","True","True","False","False","False","b",4,3,4,5,4,"b","a","c","b","c","c","a","a","a","b","Yes","Yes","Yes",2,"No","No","No","No","No",25,1136.58528681983,10,12.5,"n/a","2020-10-02","Yes","No","No","No","10H","n/a",1,-1,"AD_168",3,FALSE,FALSE,"FALSE",6
26,"2020-09-30","Yes","Yes","n/a","Yes",26,"Female","f","Yes","No",0,0,"Yes",30,20,"2010-01-01","False","False","True","True","False","No","n/a","n/a","Yes",6,1,"Yes","0.0","50","a","5000","50","50","6000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","50","a","2500","50","50","3000","0","n/a","Yes","4","999","Yes","0.0","50","a","2500","50","20","3000","30","0.0","No","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,4,"No","No",3,"False","True","False","False","False","False","False","False","c","n/a","c","c",3,"No","1","a","No","Yes",2,"15","10","Yes","e","True","False","False","False","False","a",2,2,4,4,4,"b","b","b","b","b","88","b","a","88","88","No","No","No",4,"Yes","No","No","No","No",23,1099.64401462837,10,13.4,"n/a","2020-07-22","Yes","No","No","No","long4","n/a",4,71,"AD_126",3,FALSE,FALSE,"FALSE",6
26,"2020-09-30","Yes","Yes","n/a","Yes",20,"Male","d","No","No",0,0,"Yes",25,20,"2017-01-01","False","False","True","True","False","Yes","No","n/a","No",4,2,"Yes","0.0","100","a","5500","100","100","6000","0","n/a","Yes","5","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","250","a","2500","250","250","3000","0","n/a","Yes","3","10","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,3,"No","Yes",4,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","c","n/a","n/a",1,"n/a","n/a","Yes","f","True","False","False","False","False","a",3,4,4,4,4,"a","88","c","c","c","c","b","a","88","88","No","98","No",0,"No","No","No","No","No",999,1042.28673188174,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_22",3,FALSE,FALSE,"FALSE",6
26,"2020-09-30","Yes","Yes","n/a","Yes",23,"Male","g","No","No",0,0.3,"Yes",150,90,"1995-01-01","False","True","True","True","False","Yes","Yes","No","Yes",6,6,"Yes","0.0","2000","b","5500","2000","2000","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","3000","b","2600","3000","3000","3000","0","n/a","No","n/a","n/a","Yes","0.0","3000","b","2600","3000","3000","3000","0","n/a","No","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,4,"No","Yes",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"Yes","1","b","No","Yes",2,"8","0","Yes","d","True","False","False","False","False","a",3,4,5,3,4,"a","a","c","b","c","a","a","b","88","a","Yes","Yes","No",2,"Yes","No","No","No","No",25,1128.14448304418,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_78",3,FALSE,FALSE,"TRUE",6
27,"2020-09-27","Yes","Yes","n/a","Yes",19,"Male","b","No","Yes",3,0,"No",50,30,"2016-01-01","False","False","True","True","False","No","n/a","n/a","Yes",2,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","50","a","2500","50","34","3000","16","0.0","No","n/a","n/a","Yes","0.0","30","a","2500","30","30","3000","0","n/a","Yes","4","2","No","Yes","Yes","Yes","Yes","No","Yes","Cement",2,5,"No","No",2,"False","False","False","False","True","False","False","False","a","n/a","b","b",1,"Yes","1","a","Yes","No",2,"20","3","No","n/a","True","False","False","False","False","c",4,3,4,2,4,"88","a","88","c","c","a","88","88","88","88","No","98","98",2,"98","98","98","No","No",23,1147.61311679341,10,14.3,"n/a","n/a","Yes","No","No","No","96","MM3",13,NA,"AD_16",1,TRUE,FALSE,"TRUE",1
27,"2020-09-27","Yes","Yes","n/a","Yes",27,"Female","c","No","No",4,0.1,"No",20,10,"2019-01-01","False","True","True","True","False","No","n/a","n/a","Yes",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","150","a","2500","150","150","3000","0","n/a","Yes","1","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",1,"True","False","False","False","False","False","False","False","c","n/a","b","c",1,"No","1","a","Yes","No",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",2,5,5,4,4,"88","88","c","c","c","88","b","88","88","88","No","No","No",0,"No","No","No","No","No",23,1201.05147283219,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_149",1,TRUE,FALSE,"FALSE",1
27,"2020-09-27","Yes","Yes","n/a","Yes",26,"Female","d","No","Yes",4,0,"Yes",20,10,"2019-01-01","False","False","True","True","False","No","n/a","n/a","Yes",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","20","f","2500","20","18","3000","2","0.0","Yes","4","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","No","No","Yes","Cement",1,5,"No","No",1,"False","False","False","False","True","False","False","False","c","n/a","a","b",1,"Yes","2","c","n/a","n/a",2,"5","2","No","n/a","True","False","False","False","False","b",2,3,3,2,3,"88","88","88","88","c","88","b","88","88","88","No","98","No",2,"No","98","No","No","No",31,1147.35102906955,10,11,"n/a","2020-07-14","Yes","No","Yes","No","long5","n/a",12,79,"AD_127",1,TRUE,FALSE,"FALSE",1
28,"2020-10-01","Yes","Yes","n/a","Yes",23,"Female","f","No","No",0,0,"Yes",15,10,"2017-01-01","False","False","True","True","False","Yes","No","n/a","Yes",5,1,"Yes","0.0","20","a","5000","20","20","6000","0","n/a","Yes","5","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","a","2500","100","100","3000","0","n/a","Yes","4","20","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,4,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",2,"Yes","1","a","No","Yes",1,"n/a","n/a","Yes","f","True","True","False","False","False","a",4,4,3,4,4,"a","b","88","c","c","88","a","a","88","88","No","Yes","No",1,"No","No","No","No","No",27,1167.06074522343,10,13.3,"n/a","2020-08-05","Yes","No","Yes","No","long5","n/a",14,57,"AD_72",4,FALSE,TRUE,"FALSE",6
28,"2020-10-01","Yes","Yes","n/a","Yes",26,"Female","g","Yes","No",0,0.25,"Yes",15,10,"2020-01-01","False","True","True","True","False","Yes","Yes","No","Yes",4,2,"Yes","0.0","20","a","5000","20","20","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","50","a","2400","50","40","3000","10","0.0","No","n/a","n/a","Yes","0.0","50","a","2400","50","25","3000","25","0.0","No","n/a","n/a","No","No","No","Yes","No","Yes","Yes","Cement",2,4,"No","Yes",4,"False","False","False","True","True","False","False","False","c","n/a","b","b",2,"Yes","2","b","No","Yes",2,"5","2","Yes","d","True","False","False","False","False","a",3,4,5,4,5,"b","a","c","b","b","c","a","a","88","c","No","Yes","No",2,"No","No","No","No","No",27,1157.50404421981,10,12.7,"2021-04-28","2020-05-28","Yes","No","Yes","No","96","Bazooka",1,126,"AD_129",4,FALSE,TRUE,"FALSE",6
29,"2020-09-30","Yes","Yes","n/a","Yes",19,"Female","e","Yes","No",10,0,"Yes",15,10,"2019-01-01","False","False","True","True","False","Yes","No","n/a","Yes",2,1,"Yes","0.0","100","b","5000","100","100","6000","0","n/a","Yes","5","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","150","b","2500","150","130","3000","20","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","Yes",4,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","b","No","Yes",2,"999","999","Yes","f","True","False","False","False","False","a",3,3,3,4,4,"a","b","b","b","b","c","a","a","a","b","Yes","Yes","98",11,"No","No","No","No","No",25,1110.72542697525,10,13.5,"n/a","n/a","No","No","No","No","96","Repackaged with no details",8,NA,"AD_13",3,FALSE,FALSE,"TRUE",10
29,"2020-09-30","Yes","Yes","n/a","Yes",20,"Male","d","No","No",20,0,"No",30,20,"1990-01-01","False","True","True","True","False","No","n/a","n/a","Yes",4,2,"Yes","0.0","999","a","5000","999","999","6500","0","n/a","Yes","2","2","Yes","0.0","10","a","4000","10","10","5000","0","n/a","No","n/a","n/a",2,"Yes","0.0","999","a","2000","999","999","3000","0","n/a","No","n/a","n/a","Yes","0.0","20","a","2000","20","20","3000","0","n/a","No","n/a","n/a","Yes","No","No","No","No","Yes","No","96",2,96,"No","No",2,"False","False","False","False","False","False","False","True","c","n/a","c","c",1,"Yes","1","a","No","Yes",1,"n/a","n/a","Yes","d","True","False","False","False","False","a",4,4,3,3,5,"a","a","c","c","b","c","b","b","88","88","No","Yes","No",0,"No","No","No","No","No",26,1098.45113076639,25,13.1,"n/a","2020-08-12","Yes","No","No","No","10H","n/a",1,50,"AD_18",3,FALSE,FALSE,"TRUE",10
30,"2020-09-29","Yes","Yes","n/a","Yes",26,"Female","f","No","Yes",42,0.1,"No",45,10,"2015-01-01","False","True","True","True","False","Yes","Yes","No","Yes",4,2,"Yes","0.0","100","a","5500","100","100","6000","0","n/a","Yes","4","30","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","50","a","2500","50","50","3000","0","n/a","Yes","4","20","Yes","0.0","300","a","2500","300","300","3000","0","n/a","Yes","4","5","No","No","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",3,"True","False","False","False","False","False","False","False","c","n/a","a","b",1,"No","1","c","n/a","n/a",1,"n/a","n/a","Yes","d","True","False","False","False","False","a",4,4,3,2,4,"c","88","c","b","c","88","b","a","a","b","No","Yes","No",2,"Yes","Yes","No","No","No",24,1052.50633843429,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_130",1,TRUE,FALSE,"FALSE",7
30,"2020-09-29","Yes","Yes","n/a","Yes",35,"Female","d","Yes","No",52,0,"Yes",140,20,"2009-01-01","False","True","True","True","False","Yes","No","n/a","Yes",2,2,"Yes","0.0","700","a","5000","700","700","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","1000","a","2500","1000","1000","3000","0","n/a","No","n/a","n/a","Yes","0.0","1000","a","2500","1000","1000","3000","0","n/a","No","n/a","n/a","No","Yes","No","Yes","No","Yes","Yes","Cement",2,4,"No","Yes",4,"True","True","False","False","False","False","False","False","c","n/a","c","c",1,"No","1","c","n/a","n/a",2,"10","2","Yes","e","True","True","False","False","False","a",3,3,4,4,5,"b","b","c","b","c","c","b","c","a","c","Yes","Yes","Yes",1,"No","Yes","No","No","No",25.2,1042.59784827335,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_231",1,TRUE,FALSE,"TRUE",7
30,"2020-09-29","Yes","Yes","n/a","Yes",33,"Male","e","No","No",52,0,"Yes",100,20,"1990-01-01","False","True","True","True","False","Yes","No","n/a","Yes",2,2,"Yes","0.0","400","a","4800","400","400","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","600","a","2500","600","600","3000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","Yes","Yes","Cement",2,4,"No","No",5,"True","False","False","False","False","False","False","False","c","n/a","c","c",2,"No","1","c","n/a","n/a",2,"14","5","No","n/a","True","True","False","False","False","a",4,4,3,4,5,"88","b","c","c","c","c","b","b","a","c","No","Yes","Yes",3,"Yes","Yes","No","No","No",24.8,1044.69866376901,10,12.5,"2020-07-15","2020-08-15","Yes","No","Yes","No","96","Bazooka",1,47,"AD_215",1,TRUE,FALSE,"TRUE",7
30,"2020-09-29","Yes","Yes","n/a","Yes",50,"Male","a","Yes","No",22,0.2,"No",8,5,"2020-01-01","False","True","False","False","False","No","n/a","n/a","Yes",3,2,"Yes","10.0","100","a","5000","110","90","6000","20","10.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","300","a","2500","300","250","2700","50","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","Yes","Yes","No","Yes","Cement",1,1,"No","Yes",2,"True","False","False","False","False","False","False","False","c","n/a","a","a",2,"No","1","a","No","Yes",2,"5","3","Yes","f","True","False","False","False","False","a",4,3,2,3,4,"a","88","c","b","c","c","b","a","a","b","Yes","Yes","No",0,"No","No","No","No","No",27,1035.06712948531,10,11,"n/a","2020-09-06","Yes","Yes","No","No","long5","n/a",4,25,"AD_317",1,TRUE,FALSE,"TRUE",7
